customerID,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
8008-OTEZX,One year,No,Mailed check,19.65,708.8
4488-PSYCG,Month-to-month,No,Bank transfer (automatic),20.25,327.45
5855-EIBDE,Two year,No,Credit card (automatic),106.65,5174.35
4667-OHGKG,Month-to-month,Yes,Mailed check,19.3,19.3
0909-SELIE,Two year,Yes,Bank transfer (automatic),80.8,4860.85
8395-ETZKQ,One year,No,Bank transfer (automatic),19.5,1193.55
2465-BLLEU,Month-to-month,Yes,Mailed check,19.75,19.75
5110-CHOPY,Two year,No,Electronic check,53.6,3237.05
3088-FVYWK,Two year,No,Credit card (automatic),25.55,1336.1
2357-COQEK,Month-to-month,Yes,Electronic check,103.3,2890.65
7538-GWHML,Month-to-month,No,Electronic check,69.65,145.15
9605-WGJVW,Month-to-month,Yes,Electronic check,70.2,70.2
4547-LYTDD,Month-to-month,No,Electronic check,72.65,1194.3
0464-WJTKO,Two year,No,Bank transfer (automatic),20.1,1460.85
0314-TKOSI,Month-to-month,No,Mailed check,55.15,322.9
2081-VEYEH,Month-to-month,Yes,Electronic check,107.95,318.6
5131-PONJI,Month-to-month,Yes,Credit card (automatic),90.4,4494.65
8280-MQRQN,Month-to-month,Yes,Mailed check,50.45,50.45
2267-FPIMA,Month-to-month,Yes,Credit card (automatic),94.4,4914.9
0282-NVSJS,Month-to-month,Yes,Mailed check,29.3,355.9
5389-FFVKB,Month-to-month,Yes,Credit card (automatic),80.3,2483.05
9625-QNLUX,Two year,Yes,Credit card (automatic),103.25,7074.4
4013-GUXND,Month-to-month,No,Mailed check,20.8,20.8
2361-FJWNO,One year,No,Credit card (automatic),36.0,1382.9
5404-GGUKR,Month-to-month,Yes,Electronic check,51.35,262.3
9065-ZCPQX,Two year,No,Bank transfer (automatic),78.85,5763.15
5597-GLBUC,Month-to-month,Yes,Electronic check,85.45,85.45
8819-ZBYNA,Two year,Yes,Credit card (automatic),109.1,6393.65
1131-ALZWV,One year,No,Bank transfer (automatic),24.6,605.25
0013-EXCHZ,Month-to-month,Yes,,83.9,267.4
0962-CQPWQ,Two year,No,Bank transfer (automatic),20.3,1296.15
7030-FZTFM,Two year,No,Credit card (automatic),110.9,7922.75
3923-CSIHK,Month-to-month,Yes,Electronic check,71.05,3444.85
9800-OUIGR,Two year,No,Credit card (automatic),20.0,1374.2
6080-TCMYC,Month-to-month,Yes,Electronic check,81.2,3292.3
0635-WKOLD,One year,No,Credit card (automatic),70.75,2921.75
5696-CEIQJ,Two year,No,Bank transfer (automatic),103.15,6895.5
4840-ORQXB,Month-to-month,No,Electronic check,104.75,5841.35
3774-VBNXY,Two year,No,Mailed check,20.2,1277.75
8875-AKBYH,Month-to-month,Yes,Electronic check,84.35,1745.2
7375-WMVMT,Two year,Yes,Credit card (automatic),95.5,6707.15
1163-ONYEY,Month-to-month,Yes,Credit card (automatic),74.55,3023.55
1814-WFGVS,Two year,No,Mailed check,48.9,3527
1337-BOZWO,,No,Credit card (automatic),46.4,812.4
9470-YFUYI,One year,Yes,Bank transfer (automatic),71.0,5012.1
6374-AFWOX,Two year,No,Mailed check,65.65,3047.15
3190-ITQXP,Two year,No,Bank transfer (automatic),20.25,890.35
6195-MELTI,One year,Yes,Mailed check,54.65,3134.7
2200-DSAAL,Two year,Yes,Electronic check,80.65,5330.2
7537-RBWEA,Month-to-month,Yes,Mailed check,25.15,25.15
1087-GRUYI,Two year,No,Bank transfer (automatic),20.4,743.5
9029-FEGVJ,Month-to-month,No,Mailed check,79.3,2570
9588-OZDMQ,Month-to-month,Yes,Electronic check,45.0,89.75
9272-LSVYH,Month-to-month,No,Mailed check,70.15,735.5
3910-MRQOY,Two year,No,Bank transfer (automatic),19.4,1496.45
4616-ULAOA,Two year,Yes,Credit card (automatic),110.8,7245.9
5628-FCGYG,Month-to-month,Yes,Electronic check,84.1,1737.45
1945-XISKS,Two year,No,Mailed check,19.65,1335.2
4123-FCVCB,One year,Yes,Mailed check,75.85,854.45
6402-ZFPPI,Month-to-month,Yes,Mailed check,102.8,2660.2
1200-TUZHR,Month-to-month,No,Electronic check,85.2,695.75
7617-EYGLW,Month-to-month,No,Electronic check,19.45,19.45
4293-ETKAP,Two year,Yes,Bank transfer (automatic),79.4,5071.9
7580-UGXNC,Month-to-month,No,Mailed check,54.85,104.2
7599-NTMDP,Two year,No,Bank transfer (automatic),48.7,3008.55
0362-ZBZWJ,Month-to-month,Yes,Electronic check,84.9,3067.2
7190-XHTWJ,One year,No,Mailed check,19.3,755.5
3950-VPYJB,One year,No,Mailed check,59.6,3509.4
8512-WIWYV,One year,No,Credit card (automatic),20.35,707.5
8782-LKFPK,Month-to-month,Yes,Mailed check,90.4,4063
1251-KRREG,Month-to-month,Yes,Mailed check,54.4,114.1
4361-BKAXE,,Yes,Bank transfer (automatic),114.5,4527.45
4373-MAVJG,Month-to-month,Yes,Bank transfer (automatic),90.9,1259
5018-GWURO,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8
8972-HJWNV,Month-to-month,Yes,Electronic check,84.55,646.85
7706-DZNKK,Month-to-month,Yes,Credit card (automatic),20.45,237.3
5039-LZRQT,One year,No,Mailed check,20.2,273.25
5360-LJCNJ,Two year,Yes,Bank transfer (automatic),105.15,7555
9092-GDZKO,Month-to-month,Yes,Credit card (automatic),24.85,493.4
0959-WHOKV,One year,Yes,Electronic check,99.0,4298.45
5312-TSZVC,One year,No,Mailed check,19.65,270.6
1063-DHQJF,Two year,Yes,Mailed check,92.15,6480.9
5934-TSSAU,Month-to-month,Yes,Credit card (automatic),75.3,1702.9
8496-EJAUI,Month-to-month,Yes,Credit card (automatic),73.85,1424.5
5135-RDDQL,Two year,Yes,Bank transfer (automatic),50.65,3221.25
2256-YLYLP,Two year,Yes,Bank transfer (automatic),72.95,4953.25
0318-QUUOB,Month-to-month,Yes,Electronic check,80.55,80.55
5087-SUURX,Month-to-month,Yes,Electronic check,39.05,669.85
0114-IGABW,Two year,No,Bank transfer (automatic),58.25,4145.9
5003-OKNNK,One year,No,Credit card (automatic),20.35,335.95
5647-URDKA,Two year,No,Mailed check,19.7,130.25
9961-JBNMK,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3
3462-BJQQA,Month-to-month,Yes,Electronic check,89.75,552.65
9309-BZGNT,One year,Yes,Credit card (automatic),29.8,2134.3
1209-VFFOC,Two year,Yes,Mailed check,56.4,3948.45
7814-LEEVE,Month-to-month,Yes,Bank transfer (automatic),20.3,20.3
4636-TVXVG,One year,No,Bank transfer (automatic),19.95,1244.8
4000-VGMQP,One year,No,Credit card (automatic),78.95,2862.55
2952-QAYZF,Month-to-month,Yes,Electronic check,85.3,424.15
5567-WSELE,Month-to-month,Yes,Electronic check,94.6,279.55
9659-QEQSY,Month-to-month,Yes,Electronic check,115.65,5125.5
5624-BQSSA,Month-to-month,No,Mailed check,20.95,20.95
7020-OZKXZ,Month-to-month,No,Credit card (automatic),75.5,637.4
0599-XNYDO,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35
6987-XQSJT,Month-to-month,Yes,Electronic check,79.5,4370.25
5495-GPSRW,Two year,Yes,Mailed check,19.7,419.4
6583-SZVGP,Two year,Yes,Bank transfer (automatic),108.1,5067.45
8904-OPDCK,Month-to-month,Yes,Bank transfer (automatic),24.95,1364.75
0248-IPDFW,Month-to-month,Yes,Electronic check,50.1,50.1
1478-VPOAD,Month-to-month,No,Electronic check,43.8,43.8
7601-WFVZV,Month-to-month,No,Mailed check,19.55,19.55
8859-YSTWS,One year,No,Bank transfer (automatic),19.95,1004.5
1622-HSHSF,Month-to-month,Yes,Mailed check,19.55,19.55
9938-ZREHM,One year,No,Mailed check,72.1,2658.4
9441-QHEVC,Month-to-month,No,Mailed check,19.1,19.1
8874-EJNSR,Two year,No,Mailed check,25.2,987.95
3446-QDSZF,Month-to-month,No,Credit card (automatic),55.5,227.35
8277-RVRSV,One year,No,Credit card (automatic),24.15,800.3
6082-GLJIX,Month-to-month,No,Mailed check,19.25,331.35
0742-MOABM,Month-to-month,No,Mailed check,50.05,179.35
6922-NCEDI,One year,Yes,Mailed check,21.2,1238.65
3884-HCSWG,Month-to-month,Yes,Electronic check,70.0,1144.5
6893-ODYYE,One year,Yes,Credit card (automatic),90.1,4549.45
0794-YVSGE,Two year,No,Bank transfer (automatic),20.3,1401.15
9494-MRNYX,Month-to-month,No,Electronic check,75.05,786.3
7267-FRMJW,Two year,No,Mailed check,20.1,486.05
1987-AUELQ,Two year,No,Credit card (automatic),25.05,1873.7
6286-ZHAOK,Month-to-month,Yes,Bank transfer (automatic),25.55,
7508-MYBOG,Month-to-month,Yes,Electronic check,86.1,1235.55
6388-TABGU,One year,No,Bank transfer (automatic),56.15,3487.95
0420-BWTPW,Month-to-month,No,Mailed check,25.5,215.2
8058-DMYRU,Month-to-month,Yes,Electronic check,90.05,4931.8
5734-EJKXG,One year,Yes,Electronic check,118.6,7365.7
4111-BNXIF,Two year,Yes,Electronic check,59.55,4103.9
8050-DVOJX,Two year,No,Credit card (automatic),81.35,4060.9
7975-JMZNT,Two year,No,Bank transfer (automatic),91.7,6075.9
3384-CTMSF,Month-to-month,Yes,Electronic check,104.1,5135.15
2782-JEEBU,Month-to-month,Yes,Mailed check,36.0,780.15
5649-RXQTV,Month-to-month,Yes,Electronic check,99.0,5038.15
4824-GUCBY,Month-to-month,No,Electronic check,81.7,1820.9
6394-HHHZM,Month-to-month,No,Mailed check,20.7,57.5
9405-GPBBG,Two year,Yes,Credit card (automatic),,7069.25
3896-RCYYE,Month-to-month,Yes,Credit card (automatic),53.4,3579.15
8774-GSBUN,Two year,No,Mailed check,25.4,1797.1
5338-YHWYT,Two year,No,Credit card (automatic),61.45,2302.35
4750-UKWJK,One year,No,Mailed check,19.6,727.8
1866-RZZQS,Month-to-month,Yes,Electronic check,98.4,4187.75
2360-RDGRO,Month-to-month,Yes,Electronic check,104.25,6812.95
3079-BCHLN,One year,No,Bank transfer (automatic),19.9,942.95
3943-KDREE,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95
2691-NZETQ,Month-to-month,Yes,Electronic check,85.35,758.6
5394-MEITZ,Two year,Yes,Bank transfer (automatic),80.6,4946.7
4826-XTSOH,Month-to-month,Yes,Electronic check,86.05,86.05
3249-VHRIP,Two year,Yes,Credit card (automatic),43.6,2748.7
2079-FBMZK,Month-to-month,Yes,Mailed check,69.25,418.4
9770-KXGQU,One year,No,Mailed check,98.6,5311.85
3522-CDKHF,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7
8199-ZLLSA,One year,Yes,Bank transfer (automatic),118.35,7804.15
7083-YNSKY,Month-to-month,Yes,Credit card (automatic),25.4,399.6
5533-RJFTJ,Month-to-month,Yes,Bank transfer (automatic),30.2,1453.1
6214-EDAKZ,Month-to-month,No,Electronic check,55.15,1206.05
8984-EYLLL,Two year,Yes,Electronic check,105.25,6823.4
3744-ZRRDZ,Month-to-month,Yes,Electronic check,82.35,1852.85
2454-RPBRZ,,Yes,Electronic check,98.1,1060.2
4760-THGOT,Month-to-month,Yes,Electronic check,94.1,4107.3
7073-QETQY,One year,Yes,Electronic check,20.35,1359.5
5980-NOPLP,Month-to-month,Yes,Electronic check,96.1,4364.1
4933-IKULF,One year,No,Mailed check,20.65,330.6
4749-VFKVB,Month-to-month,Yes,Mailed check,50.1,50.1
8276-MQBYC,Month-to-month,Yes,Electronic check,97.8,4913.3
4083-EUGRJ,Month-to-month,No,Mailed check,20.25,178.5
9518-RWHZL,One year,Yes,Credit card (automatic),100.05,6254.2
9552-TGUZV,Month-to-month,Yes,Mailed check,75.0,658.1
8647-SDTWQ,Month-to-month,Yes,Electronic check,74.3,4018.35
4560-WQAQW,One year,No,Bank transfer (automatic),68.7,4070.95
4942-VZZOM,One year,Yes,Credit card (automatic),66.15,4392.5
9629-NHXFW,Month-to-month,Yes,Mailed check,19.4,19.4
2226-ICFDO,Two year,Yes,Credit card (automatic),85.9,6110.75
2867-UIMSS,Month-to-month,No,Electronic check,80.5,80.5
6814-ZPWFQ,One year,No,Bank transfer (automatic),25.0,1260.7
4471-KXAUH,Month-to-month,Yes,Electronic check,84.3,3588.4
3090-QFUVD,Month-to-month,No,Credit card (automatic),20.3,20.3
6766-HFKLA,Two year,No,Bank transfer (automatic),103.2,5744.35
7048-GXDAY,Month-to-month,Yes,Electronic check,106.4,4040.65
9495-REDIY,One year,Yes,Credit card (automatic),40.65,970.55
7471-MQPOS,One year,Yes,Bank transfer (automatic),72.9,5139.65
5651-CPDND,Month-to-month,No,Mailed check,46.0,492.1
7586-ZATGZ,Month-to-month,Yes,Electronic check,84.9,3369.05
5220-AGAAX,Two year,Yes,Bank transfer (automatic),24.0,1664.3
6248-BSHKG,One year,No,Mailed check,20.4,1226.45
2885-HIJDH,Two year,No,Bank transfer (automatic),86.9,6194.1
6635-MYYYZ,One year,No,Bank transfer (automatic),85.35,2530.4
3669-OYSJI,Month-to-month,No,Credit card (automatic),46.2,46.2
9617-UDPEU,One year,Yes,Mailed check,19.25,412.55
8465-SBRXP,Two year,Yes,Bank transfer (automatic),94.9,3616.25
0925-VYDLG,Month-to-month,No,Electronic check,75.25,242
3091-FYHKI,Month-to-month,Yes,Electronic check,35.45,35.45
7025-IWFHT,One year,Yes,Electronic check,89.55,3729.75
1848-LBZHY,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1
0862-PRCBS,Two year,Yes,Credit card (automatic),103.75,7039.45
0295-QVKPB,Month-to-month,Yes,Credit card (automatic),63.95,318.1
3058-HJCUY,One year,Yes,,102.6,4213.35
7107-UBYKY,Month-to-month,Yes,Electronic check,25.75,882.55
9866-QEVEE,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45
5736-YEJAX,Two year,Yes,Credit card (automatic),79.45,5502.55
1506-YJTYT,Two year,No,Credit card (automatic),73.85,3371
9993-LHIEB,Two year,No,Mailed check,67.85,4627.65
9500-IWPXQ,One year,Yes,Electronic check,79.4,4820.55
3737-XBQDD,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8
4704-ERYFC,Month-to-month,Yes,Electronic check,69.25,1554
7997-EASSD,One year,Yes,Credit card (automatic),81.2,4965.1
5378-IKEEG,Month-to-month,Yes,Electronic check,35.75,35.75
8313-NDOIA,Month-to-month,Yes,Electronic check,104.15,2494.65
2237-ZFSMY,One year,Yes,Electronic check,95.55,3692.85
4184-VODJZ,One year,Yes,Electronic check,91.35,5764.7
2103-ZRXFN,Month-to-month,No,Mailed check,50.75,50.75
4310-KEDTB,Month-to-month,Yes,Mailed check,29.8,786.5
8190-ZTQFB,One year,Yes,Electronic check,51.35,2075.1
3125-RAHBV,One year,No,Credit card (automatic),20.3,467.15
5198-HQAEN,One year,Yes,Electronic check,89.7,3165.6
0969-RGKCU,One year,No,Credit card (automatic),19.8,677.05
3005-TYFRD,Month-to-month,Yes,Credit card (automatic),103.65,5676.65
3038-PQIUY,Month-to-month,Yes,Bank transfer (automatic),66.15,2522.4
7078-NVFAM,Month-to-month,Yes,Electronic check,35.15,1051.05
5433-KYGHE,Month-to-month,Yes,Mailed check,86.0,1164.05
7572-KPVKK,Two year,Yes,Electronic check,104.05,6590.5
8337-MSSXB,Month-to-month,Yes,Electronic check,86.3,1180.95
2082-OJVTK,Month-to-month,Yes,Electronic check,89.2,2698.35
4402-FTBXC,Month-to-month,No,Mailed check,89.8,4667
5149-QYTTU,One year,Yes,Credit card (automatic),95.15,6770.85
2558-BUOZZ,One year,No,Bank transfer (automatic),94.8,4535.85
5649-ANRML,Month-to-month,Yes,Credit card (automatic),95.1,180.25
2959-EEXWB,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85
6870-ZWMNX,Two year,No,Credit card (automatic),76.1,5264.25
0031-PVLZI,Month-to-month,No,Mailed check,20.35,76.35
1431-AIDJQ,Two year,No,Credit card (automatic),82.1,2603.1
4332-MUOEZ,One year,No,Credit card (automatic),94.3,1818.3
5451-MHQOF,One year,Yes,Mailed check,24.45,1431.65
7783-YKGDV,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45
0927-CNGRH,Month-to-month,No,Mailed check,19.55,19.55
4510-PYUSH,Month-to-month,Yes,Credit card (automatic),57.15,2250.65
9089-UOWJG,Month-to-month,Yes,Credit card (automatic),58.35,740.55
1493-AMTIE,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2
6823-SIDFQ,One year,No,Credit card (automatic),18.25,534.7
1247-QBVSH,Month-to-month,No,Mailed check,50.2,2169.4
6804-GDMOI,Two year,Yes,Electronic check,106.6,6428.4
5402-HTOTQ,Month-to-month,No,Electronic check,55.3,875.35
6379-RXJRQ,Month-to-month,Yes,Electronic check,70.1,659.65
2796-UUZZO,Month-to-month,Yes,Credit card (automatic),80.3,4896.35
0784-GTUUK,One year,Yes,Credit card (automatic),23.75,1446.8
9674-EHPPG,Two year,No,Credit card (automatic),40.4,1842.7
2239-CFOUJ,One year,No,Mailed check,20.4,20.4
3173-NVMPX,Month-to-month,Yes,Mailed check,55.3,501.2
0754-UKWQP,Month-to-month,Yes,Electronic check,95.85,197.7
8221-HVAYI,Two year,Yes,Credit card (automatic),69.15,2490.15
8645-KOMJQ,Two year,Yes,Bank transfer (automatic),81.95,5601.4
2242-MFOTG,One year,No,Bank transfer (automatic),80.1,2603.3
9798-OPFEM,Two year,Yes,Electronic check,21.1,937.1
2636-ALXXZ,Month-to-month,Yes,Electronic check,,69.6
5043-TRZWM,Month-to-month,No,Electronic check,75.55,75.55
2050-ONYDQ,Two year,No,Credit card (automatic),26.0,1654.85
0851-DFJKB,Month-to-month,No,Electronic check,58.95,955.15
8993-IZEUX,Month-to-month,No,Bank transfer (automatic),69.15,488.65
4013-TLDHQ,Month-to-month,Yes,Electronic check,78.25,1490.95
1216-JWVUX,Month-to-month,Yes,Electronic check,75.5,1901.05
9767-FFLEM,Month-to-month,Yes,Credit card (automatic),69.5,2625.25
0621-CXBKL,Two year,No,Mailed check,18.7,1005.7
1963-SVUCV,Month-to-month,No,Electronic check,45.3,45.3
1086-LXKFY,Month-to-month,Yes,Mailed check,69.1,69.1
5266-PFRQK,One year,Yes,Credit card (automatic),20.85,1071.6
9027-TMATR,Two year,Yes,Electronic check,78.8,3460.3
0696-UKTOX,Month-to-month,No,Electronic check,54.15,1312.45
2737-YNGYW,Month-to-month,No,Electronic check,80.55,184.1
1730-VFMWO,Month-to-month,No,Bank transfer (automatic),50.2,1815.3
7593-JNWRU,Month-to-month,Yes,Bank transfer (automatic),44.6,260.8
4189-NAKJS,One year,Yes,Credit card (automatic),51.55,1295.4
6817-WTYHE,Month-to-month,No,Bank transfer (automatic),44.9,111.05
6319-QSUSR,Month-to-month,No,Credit card (automatic),19.7,216.2
1660-HSOOQ,Month-to-month,Yes,Mailed check,49.65,49.65
5294-IMHHT,One year,No,Bank transfer (automatic),97.75,5043.2
7853-WNZSY,Month-to-month,Yes,Credit card (automatic),19.75,19.75
7901-HXJVA,Month-to-month,No,Electronic check,76.45,1117.55
8595-SIZNC,One year,No,Bank transfer (automatic),25.6,548.8
2636-SJDOU,One year,Yes,Credit card (automatic),84.3,5289.05
5130-YPIRV,Two year,Yes,Credit card (automatic),72.0,4284.2
7541-YLXCL,One year,Yes,Mailed check,65.4,2498.4
2612-RRIDN,Month-to-month,Yes,Electronic check,81.0,340.85
7037-MTYVW,Two year,Yes,Bank transfer (automatic),85.4,3297
9944-AEXBM,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3
6701-DHKWQ,Two year,No,Credit card (automatic),51.35,3244.4
9067-YGSCA,One year,No,Credit card (automatic),26.05,1856.4
2675-OTVVJ,Month-to-month,No,Electronic check,89.45,2807.65
9025-ZRPVR,Month-to-month,Yes,Mailed check,18.95,185.6
2977-CEBSX,Two year,Yes,Credit card (automatic),90.05,5965.95
4936-YPJNK,Month-to-month,Yes,Mailed check,19.9,199.45
8845-LWKGE,One year,Yes,Electronic check,64.5,1985.15
8212-DJRCH,Month-to-month,Yes,Mailed check,90.35,434.5
3120-FAZKD,Two year,Yes,Bank transfer (automatic),24.05,1230.9
7721-JXEAW,Month-to-month,Yes,Bank transfer (automatic),41.05,2452.7
3472-QPRCH,Two year,No,Credit card (automatic),25.25,1006.9
6733-LRIZX,Two year,Yes,Electronic check,108.95,4025.5
0719-SYFRB,Month-to-month,Yes,Mailed check,61.65,713.75
7547-EKNFS,Month-to-month,Yes,Bank transfer (automatic),95.25,3959.35
9861-PDSZP,Two year,Yes,Credit card (automatic),108.05,7806.6
2162-FRZAA,Two year,No,Bank transfer (automatic),39.35,2395.05
5144-PQCDZ,Month-to-month,Yes,Mailed check,19.95,59.25
2197-OMWGI,Two year,Yes,Electronic check,53.0,3656.25
0484-FFVBJ,One year,Yes,Bank transfer (automatic),64.85,2010.95
7693-LCKZL,Month-to-month,Yes,Electronic check,80.15,385
2266-SJNAT,One year,No,Credit card (automatic),109.15,7789.6
9444-JTXHZ,Month-to-month,No,Electronic check,76.2,76.2
4201-JMNGR,Month-to-month,Yes,Electronic check,55.8,55.8
3508-VLHCZ,Two year,Yes,Credit card (automatic),90.55,6239.05
0206-OYVOC,Two year,Yes,Mailed check,19.25,864.2
6834-NXDCA,Month-to-month,Yes,Electronic check,23.9,300.8
2669-QVCRG,Month-to-month,Yes,Credit card (automatic),81.3,3190.65
4079-VTGLK,Two year,No,Electronic check,74.85,2181.75
9728-FTTVZ,Month-to-month,Yes,Electronic check,69.2,69.2
8050-WYBND,One year,Yes,Credit card (automatic),49.45,1031.4
2812-SFXMJ,Month-to-month,No,Mailed check,20.05,20.05
5606-AMZBO,Month-to-month,Yes,Credit card (automatic),78.15,765.15
4081-DYXAV,One year,Yes,Credit card (automatic),44.85,893.55
6584-VQMYT,One year,No,Mailed check,56.2,1567.55
7798-JVXYM,Month-to-month,Yes,Electronic check,69.65,921.4
7663-CUXZB,Two year,No,Electronic check,113.75,6561.25
8433-WXGNA,Month-to-month,Yes,Electronic check,75.7,189.2
6828-HMKWP,Two year,No,Bank transfer (automatic),21.05,262.05
2831-EBWRN,Month-to-month,Yes,Electronic check,45.9,199.75
3729-OWRVL,Two year,Yes,Electronic check,110.35,7246.15
6645-MXQJT,Month-to-month,No,Electronic check,97.1,184.15
2172-EJXVF,One year,Yes,Electronic check,105.9,7521.95
2684-EIWEO,Month-to-month,No,Credit card (automatic),91.7,2758.15
5233-AOZUF,Month-to-month,Yes,Electronic check,74.95,2149.05
4236-XPXAV,Month-to-month,Yes,Mailed check,99.15,465.05
6198-RTPMF,Month-to-month,No,Electronic check,92.6,1579.7
3580-GICBM,Two year,Yes,Mailed check,24.2,1445.2
2311-QYMUQ,Month-to-month,Yes,Credit card (automatic),89.45,1430.25
8902-ZEOVF,One year,No,Mailed check,20.05,951.55
9592-ERDKV,One year,No,Mailed check,79.25,2911.8
6464-KEXXH,Month-to-month,Yes,Credit card (automatic),25.25,186.3
5256-SKJGO,Two year,Yes,Electronic check,54.6,3423.5
5249-QYHEX,Two year,Yes,Mailed check,24.8,1024.7
1784-BXEFA,Month-to-month,Yes,Mailed check,20.55,187.35
1262-OPMFY,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9
9972-VAFJJ,One year,Yes,Electronic check,94.0,4871.45
8620-RJPZN,Month-to-month,No,Electronic check,20.7,20.7
9522-ZSINC,One year,Yes,Electronic check,19.95,253.8
2188-SXWVT,One year,No,Mailed check,55.0,1885.15
3486-KHMLI,Month-to-month,No,Mailed check,24.7,467.15
3115-CZMZD,Two year,No,Mailed check,20.25, 
7175-NTIXE,Month-to-month,Yes,Credit card (automatic),76.15,1992.95
2920-RNCEZ,Month-to-month,Yes,Credit card (automatic),69.95,69.95
2516-VQRRV,Month-to-month,Yes,Mailed check,75.45,158.4
2888-ADFAO,Two year,Yes,Bank transfer (automatic),21.3,1041.8
2190-PHBHR,Two year,Yes,Credit card (automatic),94.45,6921.7
